component,term,weight
3,acudir,0.017594
3,acumulacion,0.004072
3,acumular,0.002111
3,acuoso,0.01706
3,adema,-0.001696
3,adicional,0.006396
3,afectado,0.003112
3,aflatoxinar,0.005439
3,africano,0.002719
3,agrandamiento,0.001753
3,agrandar,0.010021
3,agua,0.000534
3,agudo,0.004558
3,ahora,0.017594
3,aire,-0.005337
3,alcohol,0.005233
3,alguno,-0.003734
3,alimentacion,-0.005536
3,alimento,-0.003508
3,almacenar,0.004027
3,alrededor,-0.001021
3,alteracion,0.002719
3,amarillentar,0.005318
3,amarillo,0.002492
3,ambos,0.01706
3,americar,0.009408
3,amplio,-1e-06
3,analizar,0.008818
3,androgeno,-0.004268
3,anemia,0.001443
3,animal,-0.000774
3,animo,-0.000888
3,anomaliar,0.002128
3,anomalo,0.006396
3,anormal,0.000745
3,antecedente,-0.018344
3,antigeno_prostatico,-0.012804
3,aparato,0.02559
3,aparicion,0.000534
3,apariencia,-0.001309
3,apetito,0.009232
3,aplicar,-0.004802
3,apoptosis,0.005439
3,apoyo,0.017594
3,arn,0.004079
3,arterial,0.005335
3,asi,0.013783
3,asiatico,0.002719
3,asintomaticir,0.002719
3,asociacion,0.002719
3,asociado,0.001945
3,aspirinar,0.000866
3,atacar,0.008003
3,aumento,0.011249
3,avance,-0.004109
3,avanza,0.01706
3,avanzado,-0.0034
3,avanzar,-0.004268
3,ayudarte,0.004262
3,azucar,0.00516
3,bajar,-0.004109
3,bajo,0.015899
3,basal,-0.018679
3,basico,-0.000774
3,basocelular,-0.021347
3,bastante,0.001405
3,bazo,0.001013
3,beber,0.000577
3,bebido,0.000577
3,beneficioso,-0.004268
3,benigno,0.001648
3,bien,0.029583
3,biliar,0.018241
3,bilirrubin,0.007477
3,bilis,0.007704
3,biologia,0.002719
3,biopsia,0.023858
3,blanco,-0.006275
3,bloquea,0.002492
3,bloquear,0.006396
3,borde,-0.004011
3,brazo,0.001891
3,bronceadorar,-0.018679
3,buen,-0.004802
3,bulto,-0.008252
3,bulto_mama,0.000641
3,cabelludo,-0.005337
3,cabeza,0.009249
3,cada,0.022733
3,cadena,0.006799
3,cafar,0.003897
3,calambre,0.002956
3,calcio,0.005335
3,calor,-0.000888
3,calorio,-0.001557
3,cama,-0.018679
3,cambiar,0.005861
3,cambio_evacuacion,0.00202
3,cambio_lunar,-0.024016
3,cambio_piel,0.000481
3,campo,0.011198
3,canal,0.009036
3,cansancio,0.056472
3,cantidad,0.004543
3,capa,0.005861
3,capaz,0.002719
3,cara,0.002666
3,carcinoma,-0.026842
3,carcinomar,5.1e-05
3,carne,0.000577
3,casi,0.006458
3,causado,0.005335
3,cava,0.010671
3,cell,0.016006
3,cerca,0.005273
3,cercano,0.001798
3,cereal,-0.001845
3,cerebelo,0.005335
3,cerebro,0.013338
3,cerrar,0.008775
3,ciclo,0.010178
3,cierto,-0.001628
3,cirrosis,0.006799
3,cirugia,0.006069
3,cirugio,0.006581
3,cita,-0.001873
3,claro,0.011676
3,clasificacion,-0.001121
3,clave,0.005432
3,coagulo,0.007477
3,cola,0.000358
3,colangiocarcinoma,0.004079
3,coledoco,0.003738
3,colesterol,0.005439
3,colon,0.021061
3,color,-0.003814
3,coloracion,0.005318
3,colorrectal,0.000577
3,colposcopia,0.01706
3,columna,0.01706
3,comar,-0.001557
3,combinar,0.008818
3,comer,0.000919
3,comienzo,0.007941
3,compania,0.004523
3,comparacion,-0.000774
3,completamente,0.002719
3,complicacion,-0.004268
3,comprender,0.009036
3,compuesto,0.004027
3,conducto,0.016706
3,confusion,0.005335
3,conocer,-0.005043
3,conocido,0.006981
3,consanguineo,-0.004514
3,consecuencia,0.000317
3,conseguir,-0.004268
3,considerar,-0.003691
3,contar,0.006983
3,contraer,0.031451
3,contribuir,0.00989
3,controlar,-0.000189
3,convertir,0.007756
3,convulsion,0.008003
3,corporal,0.000585
3,correr,-0.001557
3,cosa,0.002826
3,costilla,0.002492
3,crecer,0.003163
3,crecimiento,0.008158
3,creer,0.001865
3,cromosomar,0.004079
3,cronico,0.005918
3,cuanto,0.017348
3,cuatro,0.004079
3,cuello,0.471812
3,cuello_uterino,0.137838
3,cuero,-0.005337
3,curar,-0.008536
3,cushing,0.010671
3,cutaneo,-0.005257
3,debajo,-0.004331
3,debido,0.006984
3,debilitado,0.014916
3,decision,0.005622
3,dejar,0.008044
3,delgado,0.011249
3,demasiado,0.003543
3,demostrado,-0.002908
3,denominado,-0.002588
3,denominar,0.002956
3,dentro,0.006747
3,derecho,0.007828
3,derivar,0.007221
3,desafortunadamente,0.006396
3,desaparecer,0.013865
3,desarrollado,0.002719
3,desarrollar,0.005138
3,descargar,0.004072
3,descomponer,0.00414
3,descripcion,-0.004296
3,descubrir,0.004534
3,desear,0.004262
3,despacio,-0.001845
3,destruir,0.011124
3,detecto,-0.008536
3,determinacion,0.00674
3,determinado,-0.00643
3,determinar,0.002716
3,diabet,0.002894
3,diabetes,0.004984
3,diagnosticar,0.005387
3,diar,0.001937
3,diario,0.000577
3,diarrea,0.001443
3,dietilestilbestrol,0.01706
3,diferenciacion,0.002719
3,diferenciar,0.001945
3,diferente,0.005961
3,dificil,0.007756
3,dificultad,0.003381
3,dificultad_orinar,-0.017071
3,dificultad_respirar,0.021342
3,dificultar,-0.001422
3,digestion,0.002719
3,digestivo,0.000866
3,digital,-0.004514
3,dirigido,0.021709
3,disemin,-0.017317
3,diseminir,-0.004802
3,disenado,0.004027
3,disfuncion,-0.006402
3,disminuir,0.003226
3,distante,0.005335
3,distinto,0.013215
3,diverso,0.006981
3,dividir,0.009036
3,division,0.014957
3,dolor,0.068037
3,dolor_abdominal,0.019722
3,dolor_espalda,-0.001059
3,dolor_mama,0.000401
3,dolor_pecho,0.018674
3,dolor_pelvico,0.04051
3,dolor_sexual,0.04265
3,donir,0.005335
3,dos,0.014731
3,dosis,0.008818
3,ecografia,-0.000774
3,edicion,0.00377
3,ejemplo,0.014205
3,elegir,-0.001845
3,elevado,0.000577
3,eliminar,-0.004268
3,embarazo,0.01706
3,emitir,-0.005337
3,empeora,0.005335
3,empeorar,0.001326
3,empezar,0.009107
3,empiez,0.006396
3,encargado,0.004027
3,encima,0.002826
3,endocrino,0.008003
3,energia,0.009002
3,enrojecimiento,0.001406
3,entonces,0.000472
3,entrar,0.004027
3,envia,0.002719
3,epidermoidar,-0.005337
3,equilibrio,0.005335
3,ereccion,-0.004268
3,erectil,-0.006402
3,error,0.005335
3,escamos,0.015441
3,escuchar,-0.004802
3,esencial,-0.000774
3,espalda,0.00285
3,especial,0.00989
3,especialmente,-0.000888
3,especifico,0.011515
3,espontaneo,0.02559
3,esputo,0.002668
3,estadisticar,0.004072
3,esteroid,0.002719
3,estomago,0.007904
3,estrategia,0.006902
3,estrenimiento,0.004399
3,estrogeno,0.002719
3,estructura,0.004079
3,etapar,-0.000774
3,etnico,-0.004268
3,europa,0.002719
3,evitar,0.01706
3,evolucion,0.001013
3,examinar,0.008818
3,excesivo,0.001866
3,exceso,0.004016
3,experto,-0.004268
3,explicacion,0.002208
3,exposicion,0.008581
3,expuesto,0.000525
3,extension,0.001405
3,exterior,-0.000774
3,externo,0.003728
3,extirpar,0.014926
3,extraido,0.002719
3,eyaculacion,-0.008536
3,facilidad,-0.003584
3,falta_aire,0.016006
3,faltar,0.006406
3,familia,0.00655
3,family,0.00615
3,fatigar,0.006406
3,fatigo,0.001753
3,femenino,0.03412
3,fibra,0.000866
3,fiebre,0.001411
3,fin,-0.000814
3,financiar,0.004523
3,fisico,0.005145
3,flujo,0.014926
3,flujo_vaginal,0.051179
3,formacion,0.004746
3,frecuencia,0.007718
3,fruta,-0.003402
3,fuerte,-0.001309
3,fum,0.006396
3,fuma,0.012792
3,fumador,0.006396
3,fumar,0.029943
3,funcion,0.002184
3,funcionar,0.001598
3,ganglio,0.010055
3,gastrico,0.001427
3,generalmente,0.006543
3,generar,-0.000774
3,genetico,0.001092
3,glandular,0.01842
3,glandulo,-0.014404
3,globulo,0.00421
3,gluco,0.005439
3,grado,-0.005042
3,gradualmente,0.000534
3,gran,0.001346
3,grasa,0.005789
3,grasos,0.002492
3,grueso,0.001154
3,habilidad,0.002719
3,habitar,0.006684
3,hablar,0.008329
3,hacia,-0.002686
3,haz,0.019765
3,hcc,0.019036
3,health,0.004592
3,heces_claras,0.008158
3,hecho,0.000585
3,hellmar,0.005335
3,hematomar,0.003174
3,hepatitis,0.014843
3,hepatoblasto,0.004079
3,hepatoblastomar,0.006799
3,hepatocelular,0.005439
3,hepatocito,0.004079
3,heredar,-0.000774
3,hereditario,0.000577
3,hermano,-0.004802
3,hez,0.006836
3,higado,0.075734
3,hijo,-0.000774
3,hinchazon,0.008388
3,hinchazon_abdominal,0.008158
3,hinchazon_mama,0.000401
3,hipercalcemiar,0.005335
3,hombr,-0.000774
3,hombro,0.005335
3,hongo,0.002719
3,hora,-0.005337
3,hormona,0.014458
3,hormonar,0.005335
3,horner,0.005335
3,hueso,0.001574
3,humphreys,-0.004268
3,ictericia,0.020846
3,ictericio,0.015401
3,igual,-0.000774
3,importancia,0.00989
3,impreciso,0.000665
3,incidencia,0.006799
3,incluido,0.006747
3,incluso,-0.003228
3,incontinencia,-0.004268
3,indicio,0.000241
3,indigestion,0.000951
3,indiz,0.001938
3,infeccion,0.119764
3,inferior,0.003193
3,inflamacion,0.00152
3,inflamatorio,0.000657
3,informar,-0.00878
3,informartar,0.006396
3,informativo,-0.00238
3,informe,0.008055
3,ingesto,-0.000774
3,ingl,0.012884
3,inicial,0.000789
3,inmediato,0.005869
3,inmunoterapia,0.012444
3,inmunoterapio,0.003115
3,instruccion,-0.001589
3,instrumento,0.01706
3,insulin,0.005614
3,integral,-0.001557
3,interior,-0.00102
3,intestinal,0.000866
3,intestino,0.008189
3,inusual,0.011182
3,invadir,0.002707
3,invasivo,0.001411
3,investigacion,0.002227
3,involucrado,0.003226
3,involuntario,-0.001845
3,irregular,-0.002588
3,irritacion,0.00016
3,junto,-0.000774
3,justo,-0.004109
3,labio,-0.005337
3,lado,0.006695
3,largo,0.004656
3,lawrence,0.005335
3,lentamente,-0.002402
3,lesion,-0.0146
3,letterir,-0.00238
3,leucemia,0.030895
3,libre,-0.005337
3,libro,0.00112
3,limbico,0.008003
3,limitar,0.006396
3,linfatico,0.01024
3,linfocitico,0.002532
3,lippincott,0.005335
3,liquido,-0.000196
3,llegar,0.001358
3,llevar,0.012317
3,lograr,0.004551
3,lucrir,0.004523
3,luego,0.015277
3,lugar,0.01128
3,lunar,-0.032021
3,lung,0.021342
3,luz,-0.031497
3,madre,0.016337
3,maduracion,0.002719
3,magnetico,0.000585
3,mama,-0.000503
3,mancha,-0.018173
3,mano,-0.010674
3,mantener,-0.000774
3,mantir,0.006684
3,mareo,0.008003
3,masa,0.070954
3,masculino,-0.01067
3,matar,0.006396
3,maximo,0.002719
3,mayoclinic,0.006396
3,mayoriar,0.003008
3,mediante,-0.006113
3,medida,0.006015
3,medido,-0.00054
3,medio,0.002719
3,medula,0.001519
3,medula_osea,0.004052
3,mejorar,-0.0016
3,melanoma,-0.021347
3,melanomo,-0.024016
3,memorio,0.005335
3,menopausia,0.01706
3,menor,-0.001557
3,menos,0.006519
3,menstrual,0.02559
3,menudo,0.011317
3,metastasico,-0.008782
3,metastasis,0.002719
3,miccion_frecuente,-0.014938
3,microcitico,0.080031
3,mielogen,0.003039
3,mientras,0.00989
3,minucioso,0.006396
3,minuto,0.000577
3,mirar,0.003728
3,mision,0.004523
3,mismo,0.015225
3,molecula,0.004079
3,momento,0.002925
3,moretones,0.003545
3,morir,-0.009038
3,motivo,-0.004268
3,muerte,0.002719
3,muertir,0.002719
3,mujer,0.018336
3,multiplicar,-0.004007
3,multipliquen,-0.004802
3,mundo,-0.000774
3,muscular,0.005335
3,musculo,0.005335
3,mutacion,0.000824
3,mutar,0.002719
3,natural,0.010178
3,nausea,0.020448
3,navigation,0.004072
3,necesario,0.001068
3,necesidad,-0.0016
3,negro,-0.013672
3,nervio,0.009249
3,nervioso,0.008003
3,neurologico,0.005335
3,ningun,0.005588
3,ninguno,0.004614
3,nino,0.004745
3,noche,-0.001627
3,non,0.005335
3,normal,-0.003176
3,normalidad,0.001866
3,normalmente,0.001183
3,norte,0.002719
3,nota,-0.001845
3,notch,0.005439
3,novedad,0.003914
3,numero,0.027108
3,nunca,0.01706
3,nutrient,-0.001845
3,obesidad,-0.00631
3,objetivo,0.008818
3,observar,-0.001422
3,obstante,0.00602
3,ocasion,0.011022
3,occidental,0.001648
3,ocultar,0.004072
3,ojo,0.007985
3,olor,0.01706
3,oncology,0.008003
3,onda,0.002719
3,oportunidad,0.004523
3,oreja,-0.010674
3,org,0.006396
3,organismo,0.011756
3,organo,0.007927
3,origen,-0.004268
3,originar,-0.000916
3,orina,-0.037161
3,orina_oscura,0.014389
3,oscuro,0.003896
3,oseir,-0.003255
3,ovario,0.006396
3,padecer,0.017855
3,padre,-0.005577
3,pai,0.002878
3,palabra,0.002719
3,paliativo,0.005335
3,palidez,0.002532
3,palpar,0.001326
3,pancoast,0.008003
3,pancreas,0.107277
3,papanicolaou,0.093829
3,papel,0.007756
3,paraneoplasico,0.026677
3,parecer,-0.006139
3,pareja,0.03412
3,pariente,-0.006648
3,participar,0.006396
3,partir,0.004262
3,pasar,0.006173
3,paso,0.006396
3,patologico,0.005439
3,patologo,0.002719
3,patrocinio,0.004523
3,pdf,0.004072
3,pdq,0.005335
3,peca,-0.008005
3,pecar,-0.004109
3,pecho,0.006581
3,pedir,0.015404
3,pelvico,0.02559
3,pequenar,0.000534
3,perder,0.001823
3,perdida_apetito,0.008428
3,perdida_peso,0.025477
3,periodo,0.019779
3,persistente,0.001301
3,personal,0.011486
3,pertinente,0.006396
3,pezon,0.000481
3,pezon_invertido,0.000481
3,philadelphia,0.008003
3,picazon,-0.012096
3,piel,-0.231638
3,pierna,-0.004979
3,plano,0.01706
3,planta,-0.001309
3,plaqueta,0.001013
3,poblacion,0.011249
3,podriar,0.004421
3,podrio,0.038316
3,polipo,0.002597
3,politico,0.00719
3,poner,0.00516
3,porcentaje,0.011249
3,posibilidad,0.004551
3,positivo,0.002719
3,potente,0.006396
3,practicar,0.005335
3,prb,0.004079
3,preguntar,0.021421
3,presencia,-0.002908
3,presion,0.005335
3,presionar,0.005065
3,prevencion,0.019574
3,prevenir,0.031833
3,principalmente,0.001013
3,principio,-0.001339
3,principl,0.005335
3,privacion,-0.004268
3,probabilidad,0.005934
3,probable,0.010177
3,problema,0.035734
3,procedimiento,0.016585
3,procesado,0.001648
3,produccion,0.010024
3,producido,0.006685
3,profundo,0.020974
3,prolifera,-0.006402
3,proliferacion,0.005961
3,proliferar,-0.013873
3,promedio,0.001937
3,propagado,0.014568
3,propagar,0.004072
3,prostata,-0.217661
3,prostatar,-0.006402
3,proteccion,-0.005337
3,protector,-0.013342
3,protein,0.017676
3,proteinar,0.002719
3,proveedor,0.03412
3,provenir,-0.002617
3,provocar,0.011328
3,pulmon,0.215846
3,quemadurar,-0.008005
3,querer,-0.003022
3,quier,0.006396
3,quimicar,-0.000774
3,quimioterapiar,0.027283
3,quimioterapio,0.003201
3,radiacion,0.003193
3,radioterapia,0.016195
3,radioterapiir,-0.000888
3,radioterapio,0.000534
3,rapidamente,0.001962
3,rapidez,-0.001627
3,rapido,0.000239
3,raro,0.00989
3,rayo,0.005861
3,raza,-0.006113
3,razon,0.000822
3,recaudacion,0.004523
3,recoger,0.01706
3,recomendar,-0.002043
3,recto,-0.000517
3,recubrir,0.02559
3,referir,0.002719
3,regular,0.016088
3,relacion,0.089378
3,relacionado,0.024939
3,reporte,0.002719
3,reproductivo,-0.004268
3,reproductor,0.027718
3,requerir,0.004027
3,residir,0.002719
3,resonancia,0.000585
3,respaldar,0.004523
3,respecto,-0.004268
3,respiracion,0.003914
3,respirar,0.005335
3,resultado,0.002392
3,resultar,0.011249
3,revisatir,-0.005337
3,rinon,0.005335
3,ritmo,-0.004296
3,rojo,0.0025
3,ronquera,0.010671
3,ropa,-0.010674
3,rosenberg,0.005335
3,rosenbergs,0.005335
3,rostro,-0.005338
3,rutin,0.017218
3,saciedad_temprana,0.00111
3,saltar,0.004072
3,saludable,-0.018051
3,sangrado,0.069965
3,sangrado_piel,-0.013342
3,sangrado_rectal,0.002308
3,sangrado_vaginal,0.068239
3,sangre_esputo,0.016006
3,sangre_heces,0.003101
3,sangre_orina,-0.014938
3,sanguinear,0.004052
3,sanguineo,0.009012
3,sclc,0.005335
3,secrecion,0.004108
3,secrecion_pezon,0.000561
3,sed,0.003914
3,seguir,0.012545
3,segun,0.016789
3,segundo,0.003646
3,seguro,0.008818
3,semar,-0.012804
3,sensacion,0.000606
3,sensibilidad,0.000587
3,sentar,0.009036
3,sentir,0.018306
3,sero,0.006396
3,sexual,0.180488
3,siadh,0.008003
3,siempre,0.004974
3,siglo,0.014224
3,significar,-0.004751
3,similar,-0.000486
3,sindromar,0.010671
3,sindrome,0.029633
3,sintomatico,0.002719
3,small,0.016006
3,sobreviviente,0.003914
3,sol,-0.096064
3,solicite,-0.004007
3,solo,0.01703
3,sombra,-0.005337
3,sospechar,0.00989
3,sudoracion_nocturna,0.002532
3,suficiente,0.006684
3,sufrir,-0.00102
3,sugerir,0.01706
3,superficie,0.004553
3,superior,0.016539
3,supervivencio,0.004072
3,supresor,0.008158
3,sustancia,0.004499
3,tabaco,-0.000774
3,tabaquismo,0.017366
3,tal,0.008527
3,tamano,-0.004577
3,tasa,0.012231
3,ten,-0.000774
3,tender,0.007301
3,terapiar,0.017687
3,termino,0.001648
3,testosteronar,-0.002908
3,tienda,-0.004514
3,tipico,-0.001845
3,tomo,0.01706
3,tos,0.016006
3,tos_persistente,0.021342
3,tragar,0.005335
3,transcripcion,0.001945
3,transmision,0.029669
3,trasmitar,0.01706
3,trastorno,0.001866
3,tratar,0.007126
3,trav,0.012609
3,treatment,0.005335
3,tumoral,0.005439
3,ubicacion,0.001648
3,ubicado,0.002719
3,ulcero,0.000736
3,ultravioleta,-0.013342
3,urologo,-0.006402
3,uso,0.000288
3,usted,0.002826
3,usualmente,0.002719
3,utero,0.554444
3,uv,-0.013342
3,vacuna,0.044009
3,vaginal,0.051179
3,vaginar,0.02559
3,variar,-0.000188
3,variedad,-0.004711
3,vejigar,-0.006402
3,velocidad,-0.003255
3,vena,0.01992
3,verdura,-0.003402
3,version,0.003183
3,vesicular,0.005212
3,vesiculo,0.002606
3,vhb,0.009518
3,vhc,0.004079
3,via,0.007817
3,video,0.004796
3,vih,0.005861
3,virion,0.002719
3,virus,0.195073
3,virus_papiloma,0.180488
3,visitar,0.006396
3,visto,0.001893
3,vitamina,-0.001557
3,viviriar,-0.004802
3,vomito,0.010025
3,vph,0.162068
3,zona,-0.002301
